age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
58.0,Male,Married,High School,21200.0,Private,0.5,MNC,Rented,7100.0,2,1,9700.0,0.0,2900.0,5500.0,4000.0,Yes,2800.0,682.0,164400.0,82700.0,Personal Loan EMI,92000.0,38,Not_Eligible,500.0
38.0,Male,Married,Graduate,50000.0,Government,15.1,Large Indian,Own,0.0,4,3,3300.0,8700.0,2700.0,11100.0,3300.0,Yes,7000.0,711.0,42400.0,11900.0,E-commerce Shopping EMI,152000.0,6,Not_Eligible,4281.2
27.0,Female,Single,Graduate,40600.0,Private,1.5,MNC,Family,0.0,2,1,0.0,0.0,3900.0,11900.0,3300.0,Yes,9600.0,739.0,285300.0,80800.0,Personal Loan EMI,472000.0,44,Not_Eligible,4581.5
38.0,Male,Married,Graduate,41700.0,Private,1.1,Mid-size,Own,0.0,3,2,8900.0,0.0,3900.0,8600.0,6200.0,No,0.0,701.0,267700.0,119400.0,Home Appliances EMI,165000.0,10,Not_Eligible,7755.0
38.0,Male,Married,Graduate,40300.0,Government,6.4,MNC,Own,0.0,4,3,4700.0,0.0,3500.0,10000.0,6400.0,No,0.0,762.0,208800.0,88900.0,Home Appliances EMI,67000.0,17,Eligible,10362.0
38.0,Female,Married,Post Graduate,63400.0,Private,14.1,Mid-size,Own,0.0,3,2,11600.0,0.0,6000.0,11200.0,4300.0,Yes,17900.0,664.0,451600.0,148900.0,Home Appliances EMI,137000.0,18,Not_Eligible,4774.0
32.0,Male,Married,Professional,56800.0,Private,4.7,MNC,Own,0.0,2,1,7000.0,18200.0,5900.0,16700.0,11300.0,Yes,11600.0,655.0,349200.0,76800.0,E-commerce Shopping EMI,139000.0,22,Not_Eligible,500.0
38.0,Male,Single,Post Graduate,123900.0,Private,2.4,Large Indian,Own,0.0,2,1,13100.0,0.0,17000.0,23600.0,13300.0,Yes,21000.0,618.0,190200.0,43600.0,E-commerce Shopping EMI,191000.0,24,Not_Eligible,8041.6
48.0,Female,Married,Post Graduate,86900.0,Government,26.0,MNC,Own,0.0,3,2,0.0,0.0,11100.0,23500.0,16000.0,Yes,19700.0,677.0,186600.0,47200.0,Home Appliances EMI,292000.0,17,Not_Eligible,6391.0
32.0,Female,Married,Graduate,61600.0,Private,6.7,Mid-size,Own,0.0,3,2,10300.0,0.0,3900.0,13200.0,4900.0,No,0.0,696.0,166300.0,59500.0,Education EMI,306000.0,36,Eligible,14650.0
38.0,Male,Married,Graduate,57200.0,Government,2.1,Mid-size,Own,0.0,4,3,0.0,0.0,7900.0,8800.0,6200.0,No,0.0,665.0,130900.0,67100.0,Personal Loan EMI,916000.0,40,Not_Eligible,17150.0
47.0,Female,Married,Graduate,47701.0,Private,1.7,Large Indian,Rented,13500.0,4,3,0.0,23200.0,2500.0,11300.0,4100.0,No,0.0,736.0,49200.0,10500.0,Vehicle EMI,938000.0,54,Not_Eligible,500.0
27.0,Female,Married,Graduate,74300.0,Private,1.4,Large Indian,Rented,22700.0,5,4,5000.0,0.0,10200.0,19800.0,7200.0,No,0.0,741.0,518200.0,184400.0,Education EMI,66000.0,23,Eligible,5170.0
38.0,Female,Single,Graduate,57100.0,Private,0.5,Large Indian,Rented,9100.0,1,0,0.0,0.0,6300.0,12400.0,10100.0,Yes,12600.0,690.0,308000.0,177300.0,Vehicle EMI,1448000.0,49,Not_Eligible,1848.0
58.0,Male,Married,Professional,110300.0,Private,11.0,Startup,Family,0.0,4,3,3900.0,0.0,6400.0,16700.0,12000.0,Yes,30400.0,791.0,489700.0,231400.0,Vehicle EMI,934000.0,49,Not_Eligible,17178.0
27.0,Male,Single,Professional,27400.0,Government,0.5,MNC,Family,0.0,2,1,0.0,0.0,1500.0,6000.0,5000.0,Yes,5500.0,698.0,177300.0,103800.0,Home Appliances EMI,205000.0,10,Not_Eligible,3619.0
38.0,Male,Married,Post Graduate,52400.0,Private,8.8,MNC,Family,0.0,4,3,8600.0,0.0,2600.0,8000.0,10400.0,No,0.0,744.0,378300.0,133200.0,E-commerce Shopping EMI,97000.0,23,Eligible,12540.0
32.0,Male,Single,Post Graduate,55700.0,Private,1.0,Startup,Family,0.0,2,1,0.0,0.0,3700.0,11000.0,7000.0,No,0.0,691.0,69800.0,20700.0,Home Appliances EMI,114000.0,21,Eligible,13600.0
27.0,Male,Single,Graduate,49600.0,Private,1.6,Mid-size,Own,0.0,2,1,0.0,0.0,6400.0,11300.0,4800.0,No,0.0,750.0,161800.0,68600.0,Personal Loan EMI,917000.0,35,Not_Eligible,16260.0
32.0,Male,Married,Professional,133500.0,Private,9.2,Large Indian,Own,0.0,4,3,0.0,21600.0,18000.0,26400.0,10200.0,Yes,26100.0,709.0,1033800.0,442200.0,E-commerce Shopping EMI,170000.0,6,Not_Eligible,12012.0
38.0,Male,Married,Graduate,19600.0,Private,4.5,Mid-size,Own,0.0,3,2,0.0,13800.0,1100.0,3400.0,3700.0,Yes,4200.0,645.0,80000.0,41900.0,Home Appliances EMI,89000.0,35,Not_Eligible,500.0
32.0,Male,Single,Graduate,29200.0,Private,3.1,Large Indian,Own,0.0,2,1,7300.0,0.0,1800.0,4700.0,3500.0,Yes,5100.0,674.0,212800.0,65900.0,E-commerce Shopping EMI,146000.0,17,Not_Eligible,2618.0
32.0,Female,Married,Professional,50600.0,Private,0.5,MNC,Rented,10900.0,3,2,0.0,0.0,6400.0,10700.0,6300.0,No,0.0,710.0,175800.0,103900.0,E-commerce Shopping EMI,58000.0,4,Not_Eligible,6520.0
48.0,Male,Single,Graduate,61300.0,Government,12.0,MNC,Family,0.0,3,2,14600.0,0.0,7500.0,14700.0,10200.0,No,0.0,782.0,449400.0,94100.0,Vehicle EMI,374000.0,44,High_Risk,10381.8
38.0,Male,Married,Post Graduate,69800.0,Government,4.3,Small,Rented,17000.0,2,1,0.0,0.0,6200.0,11200.0,7700.0,No,0.0,688.0,124700.0,68500.0,E-commerce Shopping EMI,131000.0,8,Not_Eligible,12188.0
38.0,Male,Married,Professional,79000.0,Private,11.0,Mid-size,Rented,25500.0,5,4,13400.0,12900.0,7700.0,20800.0,7800.0,Yes,20300.0,670.0,455800.0,237900.0,Vehicle EMI,107000.0,55,Not_Eligible,500.0
58.0,Male,Married,Graduate,21700.0,Private,3.7,Large Indian,Rented,4900.0,4,3,0.0,0.0,1600.0,4300.0,1400.0,No,0.0,759.0,138900.0,45200.0,Vehicle EMI,1396000.0,59,Not_Eligible,6270.0
48.0,Male,Married,Post Graduate,40400.0,Private,1.4,Startup,Rented,7700.0,5,4,6400.0,13100.0,5100.0,7300.0,4700.0,Yes,7700.0,725.0,169700.0,46000.0,E-commerce Shopping EMI,14000.0,19,Not_Eligible,500.0
32.0,Male,Married,High School,29100.0,Private,10.0,Mid-size,Family,0.0,5,4,4600.0,11900.0,3600.0,8000.0,4200.0,Yes,6400.0,1200.0,37000.0,17900.0,Home Appliances EMI,57000.0,10,Not_Eligible,500.0
27.0,Male,Single,High School,41000.0,Private,5.0,Mid-size,Family,0.0,2,1,10400.0,0.0,3200.0,8900.0,3800.0,No,0.0,589.0,214500.0,50600.0,Personal Loan EMI,280000.0,26,Not_Eligible,5880.0
38.0,Male,Married,Graduate,80800.0,Private,1.3,Large Indian,Own,0.0,4,3,8300.0,0.0,6500.0,17900.0,9200.0,No,0.0,735.0,204600.0,75600.0,E-commerce Shopping EMI,11000.0,8,Eligible,19450.0
32.0,Male,Married,Graduate,43200.0,Private,7.9,Mid-size,Own,0.0,3,2,2700.0,0.0,5300.0,11700.0,3100.0,Yes,6100.0,850.0,104900.0,61400.0,Education EMI,287000.0,29,Not_Eligible,6006.0
32.0,Male,Single,High School,31700.0,Private,7.7,MNC,Family,0.0,1,0,0.0,0.0,1900.0,7000.0,3000.0,No,0.0,800.0,184000.0,50100.0,Vehicle EMI,1317000.0,63,Not_Eligible,11880.0
38.0,Male,Married,Post Graduate,68000.0,Government,16.0,MNC,Rented,13800.0,2,1,10400.0,7200.0,7500.0,12000.0,11800.0,No,0.0,740.0,339400.0,136900.0,Home Appliances EMI,119000.0,22,Not_Eligible,2915.0
38.0,Male,Married,Post Graduate,68900.0,Private,7.6,Large Indian,Rented,12700.0,4,3,8900.0,0.0,8400.0,14000.0,8600.0,No,0.0,789.0,150000.0,70800.0,Home Appliances EMI,256000.0,19,Not_Eligible,9780.0
38.0,Female,Married,Post Graduate,49600.0,Private,0.5,MNC,Family,0.0,2,1,8800.0,0.0,3300.0,9900.0,9100.0,No,0.0,717.0,388400.0,193700.0,Personal Loan EMI,612000.0,12,Not_Eligible,8140.0
38.0,Male,Single,Professional,102800.0,Self-employed,16.0,MNC,Family,0.0,2,1,2000.0,12400.0,9100.0,23800.0,11600.0,No,0.0,807.0,772800.0,406300.0,Education EMI,247000.0,25,Eligible,26076.6
32.0,Male,Married,Post Graduate,96700.0,Private,2.1,Startup,Own,0.0,3,2,0.0,12900.0,10000.0,16200.0,5800.0,Yes,17000.0,662.0,523900.0,201800.0,Vehicle EMI,424000.0,53,High_Risk,12180.0
32.0,Male,Married,Post Graduate,48700.0,Private,2.3,Mid-size,Own,0.0,4,3,10900.0,0.0,3000.0,14100.0,5500.0,Yes,6500.0,699.0,263400.0,140900.0,Vehicle EMI,539000.0,16,Not_Eligible,3045.0
27.0,Male,Single,Post Graduate,36800.0,Private,0.5,Large Indian,Family,0.0,1,0,0.0,0.0,4300.0,5900.0,4300.0,Yes,6200.0,761.0,37600.0,8300.0,Home Appliances EMI,131000.0,22,Not_Eligible,4327.68
38.0,Male,Married,Post Graduate,69400.0,Government,0.5,Startup,Own,0.0,4,3,4200.0,19000.0,9800.0,17700.0,9800.0,Yes,12000.0,691.0,525400.0,219800.0,E-commerce Shopping EMI,60000.0,6,Not_Eligible,500.0
58.0,Female,Married,Post Graduate,57793.0,Private,3.7,MNC,Rented,9200.0,4,3,4200.0,0.0,3200.0,10800.0,9200.0,Yes,16000.0,704.0,354800.0,131100.0,Vehicle EMI,216000.0,63,Not_Eligible,2464.0
58.0,Female,Married,Professional,101500.0,Private,0.5,MNC,Rented,26000.0,4,3,0.0,16100.0,11500.0,15400.0,6900.0,Yes,20000.0,668.0,256000.0,149600.0,Vehicle EMI,1327000.0,78,Not_Eligible,1568.0
38.0,Female,Married,Graduate,48800.0,Self-employed,1.0,Mid-size,Rented,17100.0,2,1,0.0,5200.0,3200.0,7900.0,3800.0,Yes,10000.0,691.0,205200.0,90700.0,Personal Loan EMI,651000.0,43,Not_Eligible,504.0
38.0,Male,Married,Post Graduate,95300.0,Private,8.3,Mid-size,Rented,21700.0,2,1,14100.0,6900.0,10400.0,22300.0,9600.0,Yes,11700.0,776.0,659900.0,383100.0,Home Appliances EMI,162000.0,24,Not_Eligible,500.0
38.0,Female,Married,Graduate,51900.0,Government,16.0,MNC,Family,0.0,4,3,0.0,0.0,7700.0,11100.0,9200.0,No,0.0,782.0,321700.0,165200.0,Education EMI,259000.0,13,Not_Eligible,17351.4
38.0,Female,Married,Post Graduate,56400.0,Private,2.8,MNC,Own,0.0,3,2,0.0,0.0,4800.0,16800.0,6300.0,No,0.0,762.0,400000.0,236900.0,Education EMI,218000.0,45,Eligible,18810.0
58.0,Female,Married,High School,30900.0,Private,2.5,Mid-size,Rented,9400.0,3,2,5200.0,0.0,3800.0,7200.0,3400.0,No,0.0,640.0,231100.0,77800.0,Personal Loan EMI,947000.0,25,Not_Eligible,836.0
32.0,Male,Single,Graduate,76800.0,Government,0.5,Large Indian,Own,0.0,3,2,0.0,0.0,5700.0,22800.0,9900.0,Yes,8000.0,825.0,171100.0,100300.0,E-commerce Shopping EMI,77000.0,8,Eligible,12768.0
38.0,Female,Single,Graduate,36500.0,Private,1.4,MNC,Rented,11000.0,3,2,11700.0,0.0,5200.0,5700.0,5600.0,No,0.0,660.0,40200.0,15900.0,E-commerce Shopping EMI,89000.0,22,Not_Eligible,500.0
27.0,Male,Married,Graduate,41800.0,Government,0.5,MNC,Own,0.0,3,2,5700.0,12000.0,4500.0,7700.0,7200.0,No,0.0,805.0,307300.0,169200.0,Home Appliances EMI,48000.0,14,Not_Eligible,3102.0
48.0,Male,Married,Professional,50600.0,Government,1.8,Large Indian,Own,0.0,4,3,0.0,19600.0,4300.0,14300.0,9500.0,No,0.0,758.0,211600.0,88800.0,Education EMI,249000.0,20,Not_Eligible,1740.0
48.0,Male,Married,Graduate,41900.0,Private,4.6,Startup,Own,0.0,3,2,7100.0,0.0,6300.0,9400.0,6800.0,No,0.0,730.0,303200.0,104600.0,Home Appliances EMI,250000.0,28,Not_Eligible,6765.0
38.0,Male,Married,Post Graduate,61200.0,Government,2.1,MNC,Own,0.0,5,4,0.0,0.0,6500.0,12400.0,4400.0,No,0.0,742.0,481800.0,261100.0,E-commerce Shopping EMI,117000.0,19,Eligible,20845.0
32.0,Male,Single,High School,42500.0,Private,5.5,Large Indian,Own,14074.0,1,0,0.0,0.0,2200.0,11600.0,6400.0,Yes,12200.0,665.0,143500.0,51200.0,Personal Loan EMI,112000.0,59,High_Risk,3535.0
38.0,Female,Married,Post Graduate,52300.0,Private,1.8,MNC,Rented,,3,2,0.0,0.0,4500.0,8900.0,5200.0,No,0.0,773.0,331900.0,134600.0,Home Appliances EMI,228000.0,13,Not_Eligible,13200.0
48.0,Female,Married,Professional,74900.0,Government,8.4,Large Indian,Rented,20100.0,3,2,2600.0,0.0,10800.0,17600.0,8500.0,Yes,16600.0,787.0,93600.0,39300.0,Education EMI,356000.0,18,Not_Eligible,500.0
27.0,Male,Single,Post Graduate,51700.0,Private,1.2,Large Indian,Own,0.0,2,1,2500.0,17300.0,2800.0,15400.0,5200.0,No,0.0,619.0,120200.0,44400.0,Vehicle EMI,1299000.0,35,Not_Eligible,3400.0
32.0,Male,Married,High School,29100.0,Self-employed,1.0,Large Indian,Own,0.0,5,4,0.0,0.0,1600.0,6900.0,1600.0,No,0.0,708.0,24500.0,6700.0,E-commerce Shopping EMI,167000.0,5,Not_Eligible,6840.0
27.0,Male,Single,Graduate,58900.0,Private,0.6,Mid-size,Rented,10900.0,2,1,0.0,0.0,7800.0,12500.0,4400.0,No,0.0,732.0,60000.0,32700.0,Personal Loan EMI,154000.0,28,High_Risk,7456.0
32.0,Female,Married,Graduate,66600.0,Private,0.6,MNC,Own,0.0,3,2,2800.0,15100.0,5100.0,12100.0,9600.0,Yes,7600.0,621.0,366500.0,205600.0,Personal Loan EMI,340000.0,28,Not_Eligible,3203.2
31.0,Male,Married,Professional,36149.0,Private,1.2,Mid-size,Own,0.0,4,3,7700.0,0.0,4300.0,7900.0,5300.0,Yes,9200.0,599.0,103900.0,46900.0,Education EMI,306000.0,45,Not_Eligible,500.0
32.0,Male,Married,High School,49200.0,Government,1.6,Startup,Rented,14400.0,3,2,9100.0,12500.0,6000.0,14700.0,6200.0,No,0.0,764.0,77600.0,26500.0,Vehicle EMI,171000.0,48,Not_Eligible,500.0
48.0,Male,Married,High School,35300.0,Private,10.2,MNC,Rented,6000.0,3,2,0.0,16600.0,3100.0,8800.0,5200.0,Yes,9000.0,731.0,104400.0,51700.0,Education EMI,89000.0,44,Not_Eligible,500.0
38.0,Female,Married,Post Graduate,78600.0,Private,1.5,Mid-size,Own,0.0,3,2,3500.0,20000.0,8100.0,22400.0,4800.0,Yes,15900.0,584.0,307200.0,182500.0,Vehicle EMI,116000.0,76,Not_Eligible,1092.0
32.0,Female,Married,Post Graduate,118500.0,Private,3.4,Startup,Family,0.0,4,3,13500.0,6100.0,14800.0,32600.0,16200.0,No,0.0,717.0,707000.0,274600.0,Vehicle EMI,229000.0,77,Eligible,17650.0
32.0,Male,Single,Post Graduate,23400.0,Private,0.5,Startup,Own,0.0,1,0,0.0,0.0,1300.0,4400.0,3100.0,No,0.0,630.0,62900.0,21500.0,Vehicle EMI,1036000.0,64,Not_Eligible,4672.0
48.0,Female,Married,Graduate,74800.0,Private,0.5,Startup,Rented,22600.0,3,2,0.0,0.0,7400.0,14500.0,7400.0,Yes,11600.0,620.0,124400.0,45800.0,Home Appliances EMI,167000.0,20,Not_Eligible,2024.96
32.0,Male,Single,Professional,78700.0,Private,9.8,MNC,Own,0.0,1,0,0.0,0.0,8800.0,18900.0,6600.0,Yes,18400.0,718.0,478200.0,140600.0,Vehicle EMI,271000.0,63,Eligible,10010.0
27.0,Female,Single,Graduate,15000.0,Private,3.8,MNC,Family,0.0,3,2,0.0,0.0,1700.0,3400.0,3000.0,No,0.0,648.0,17900.0,9600.0,Personal Loan EMI,538000.0,54,Not_Eligible,2208.0
32.0,Female,Single,Post Graduate,40300.0,Private,1.3,Large Indian,Own,0.0,2,1,7200.0,5800.0,5800.0,7200.0,4600.0,No,0.0,592.0,172900.0,45200.0,Vehicle EMI,1083000.0,59,Not_Eligible,3880.0
32.0,Male,Married,Graduate,61000.0,Private,0.9,Mid-size,Rented,10600.0,2,1,0.0,13700.0,6200.0,18000.0,11200.0,Yes,7100.0,564.0,230900.0,55500.0,E-commerce Shopping EMI,176000.0,18,Not_Eligible,500.0
32.0,Male,Married,Professional,40500.0,Private,2.0,Mid-size,Rented,12400.0,5,4,0.0,19000.0,3400.0,7300.0,5000.0,No,0.0,708.0,228500.0,135300.0,Vehicle EMI,903000.0,67,Not_Eligible,500.0
32.0,Male,Married,Professional,48200.0,Private,3.7,Large Indian,Own,0.0,3,2,0.0,0.0,4900.0,7500.0,4500.0,Yes,8300.0,549.0,309300.0,62400.0,Vehicle EMI,404000.0,41,Not_Eligible,4427.5
48.0,Female,Married,Post Graduate,126900.0,Private,6.1,Startup,Family,0.0,5,4,0.0,0.0,7800.0,32200.0,13600.0,Yes,18600.0,684.0,206500.0,78500.0,Personal Loan EMI,252000.0,27,Eligible,15316.0
48.0,Female,Married,Graduate,63200.0,Private,7.0,Mid-size,Rented,15300.0,4,3,11600.0,0.0,9400.0,13300.0,11100.0,No,0.0,790.0,143700.0,81200.0,Vehicle EMI,1019000.0,13,Not_Eligible,1500.0
27.0,Male,Married,Graduate,85700.0,Private,0.6,MNC,Own,0.0,2,1,12000.0,20800.0,6600.0,18900.0,10100.0,No,0.0,791.0,645300.0,168600.0,E-commerce Shopping EMI,123000.0,10,Not_Eligible,9134.4
27.0,Male,Married,Graduate,113800.0,Private,0.7,Large Indian,Family,0.0,3,2,0.0,10500.0,13600.0,19000.0,10400.0,No,0.0,802.0,510400.0,120300.0,E-commerce Shopping EMI,170000.0,22,Eligible,28944.0
38.0,Male,Married,Post Graduate,60800.0,Self-employed,1.4,Startup,Family,0.0,4,3,0.0,0.0,5600.0,10100.0,3000.0,No,0.0,675.0,220200.0,83700.0,Vehicle EMI,1268000.0,55,Not_Eligible,18945.0
32.0,Male,Single,High School,14400.0,Private,3.1,Large Indian,Own,0.0,1,0,0.0,0.0,800.0,4100.0,2700.0,No,0.0,626.0,92100.0,47400.0,Personal Loan EMI,833000.0,49,Not_Eligible,2992.0
27.0,Male,Married,High School,46000.0,Government,4.9,Startup,Family,0.0,5,4,3400.0,15000.0,3300.0,7600.0,7000.0,No,0.0,712.0,86500.0,26700.0,E-commerce Shopping EMI,191000.0,16,Not_Eligible,4268.0
38.0,Female,Married,Graduate,45200.0,Private,0.7,Mid-size,Rented,11100.0,2,1,2200.0,0.0,6300.0,13300.0,3600.0,Yes,13200.0,660.0,220900.0,122600.0,Home Appliances EMI,237000.0,35,Not_Eligible,500.0
32.0,Female,Married,Post Graduate,58700.0,Private,2.2,Large Indian,Own,0.0,2,1,0.0,15000.0,4200.0,13700.0,9800.0,No,0.0,671.0,407700.0,187700.0,Education EMI,197000.0,12,Not_Eligible,8800.0
27.0,Male,Single,Post Graduate,63500.0,Private,1.3,MNC,Rented,17600.0,1,0,0.0,0.0,3500.0,18300.0,7300.0,No,0.0,764.0,304300.0,156100.0,Personal Loan EMI,220000.0,12,Not_Eligible,10080.0
32.0,Female,Single,Graduate,76800.0,Government,0.5,Large Indian,Rented,25800.0,1,0,0.0,0.0,6500.0,17700.0,4300.0,No,0.0,832.0,429200.0,191400.0,Home Appliances EMI,84000.0,31,Eligible,13500.0
38.0,Male,Married,Professional,62900.0,Private,11.4,Mid-size,Family,0.0,3,2,10700.0,19200.0,8100.0,11000.0,7000.0,Yes,11900.0,590.0,48000.0,17600.0,Education EMI,237000.0,41,Not_Eligible,500.0
27.0,Male,Single,Post Graduate,45100.0,Private,0.6,Large Indian,Own,0.0,1,0,0.0,0.0,3900.0,7000.0,4700.0,No,0.0,701.0,211400.0,115600.0,Education EMI,454000.0,44,Not_Eligible,11800.0
38.0,Female,Married,High School,14400.0,Private,2.8,Large Indian,Rented,2300.0,3,2,2400.0,0.0,1300.0,3900.0,1200.0,Yes,3500.0,739.0,69600.0,28000.0,Vehicle EMI,672000.0,22,Not_Eligible,500.0
48.0,Male,Married,Graduate,94200.0,Government,0.7,Startup,Family,0.0,4,3,15000.0,14800.0,6900.0,26600.0,16300.0,No,0.0,727.0,556100.0,176300.0,Vehicle EMI,1015000.0,57,Not_Eligible,7300.0
32.0,Male,Married,High School,41000.0,Private,2.5,MNC,Family,0.0,4,3,0.0,0.0,2700.0,11100.0,6700.0,No,0.0,713.0,272600.0,122200.0,Education EMI,60000.0,32,Eligible,11275.0
58.0,Female,Married,Graduate,38400.0,Government,0.7,Large Indian,Own,0.0,4,3,7200.0,0.0,5500.0,10800.0,4500.0,No,0.0,608.0,163300.0,64500.0,Personal Loan EMI,522000.0,37,Not_Eligible,4160.0
48.0,Male,Married,Professional,72000.0,Government,26.0,Mid-size,Own,0.0,4,3,3600.0,6500.0,5400.0,10900.0,14200.0,Yes,10500.0,750.0,495900.0,180500.0,Personal Loan EMI,63000.0,25,Eligible,10621.38
38.0,Male,Married,Professional,115700.0,Government,1.8,Startup,Own,0.0,4,3,4400.0,0.0,13200.0,31100.0,18000.0,Yes,29500.0,748.0,898300.0,474000.0,Personal Loan EMI,889000.0,28,Not_Eligible,7507.5
27.0,Male,Married,Graduate,31700.0,Private,2.9,Small,Rented,6800.0,3,2,10300.0,0.0,1800.0,7800.0,3400.0,No,0.0,678.0,74500.0,36800.0,Home Appliances EMI,77000.0,12,Not_Eligible,800.0
32.0,Male,Married,High School,51100.0,Government,0.5,Large Indian,Rented,12700.0,2,1,0.0,24200.0,5800.0,11600.0,4000.0,No,0.0,724.0,404700.0,141700.0,Home Appliances EMI,132000.0,22,Not_Eligible,500.0
38.0,Male,Married,Professional,120900.0,Private,6.0,Startup,Own,0.0,5,4,10200.0,0.0,12600.0,34000.0,16400.0,Yes,28900.0,697.0,878100.0,294600.0,Personal Loan EMI,746000.0,25,Not_Eligible,7238.0
48.0,Female,Married,Post Graduate,63300.0,Government,2.7,MNC,Family,0.0,3,2,0.0,0.0,8500.0,16600.0,5000.0,No,0.0,796.0,448200.0,176200.0,Education EMI,216000.0,33,Eligible,21912.0
32.0,Male,Single,Graduate,41900.0,Private,2.6,MNC,Rented,11300.0,1,0,0.0,0.0,2900.0,10100.0,7200.0,No,0.0,654.0,92800.0,22500.0,Education EMI,308000.0,20,Not_Eligible,5200.0
32.0,Female,Married,Professional,93700.0,Private,0.5,Small,Rented,21600.0,3,2,11000.0,0.0,10600.0,25100.0,13400.0,No,0.0,758.0,195800.0,113900.0,E-commerce Shopping EMI,62000.0,10,Not_Eligible,5760.0
38.0,Male,Married,Graduate,73000.0,Government,6.1,Startup,Rented,16900.0,2,1,11400.0,18300.0,9800.0,11200.0,10900.0,No,0.0,770.0,453500.0,91600.0,Vehicle EMI,107000.0,44,Not_Eligible,500.0
48.0,Female,Married,Graduate,47100.0,Private,5.4,Large Indian,Family,0.0,4,3,0.0,0.0,4300.0,7300.0,4000.0,No,0.0,696.0,261000.0,90200.0,E-commerce Shopping EMI,136000.0,15,Eligible,15750.0
38.0,Female,Married,Graduate,53000.0,Government,4.3,Large Indian,Family,0.0,4,3,0.0,0.0,6200.0,11300.0,4400.0,No,0.0,731.0,249500.0,99400.0,Vehicle EMI,158000.0,18,Eligible,17105.0
58.0,Male,Married,Graduate,18000.0,Private,6.7,Large Indian,Family,0.0,5,4,0.0,8600.0,1900.0,3000.0,3200.0,No,0.0,732.0,47100.0,10000.0,Education EMI,254000.0,24,Not_Eligible,650.0
58.0,Male,Married,High School,25500.0,Private,34.3,Startup,Rented,5200.0,3,2,0.0,0.0,1800.0,5600.0,1300.0,No,0.0,733.0,154000.0,77900.0,Education EMI,433000.0,31,Not_Eligible,6380.0
38.0,Male,Married,Post Graduate,53500.0,Private,2.0,Large Indian,Rented,8400.0,4,3,0.0,0.0,4200.0,15400.0,2800.0,Yes,10200.0,693.0,404000.0,191500.0,E-commerce Shopping EMI,152000.0,23,Not_Eligible,4812.5
58.0,Female,Single,Professional,84000.0,Government,9.9,Mid-size,Family,0.0,3,2,0.0,0.0,10400.0,13100.0,7700.0,Yes,22100.0,850.0,173300.0,52000.0,Personal Loan EMI,336000.0,50,Eligible,14183.4
38.0,Female,Married,Professional,93200.0,Self-employed,2.0,Mid-size,Own,0.0,3,2,0.0,9400.0,12500.0,25200.0,15000.0,Yes,16300.0,847.0,223400.0,70500.0,Education EMI,439000.0,27,Not_Eligible,5594.4
38.0,Female,Married,High School,22200.0,Private,5.3,Startup,Family,0.0,3,2,0.0,0.0,3100.0,6400.0,3800.0,Yes,2900.0,726.0,149600.0,42400.0,Personal Loan EMI,678000.0,13,Not_Eligible,2310.0
38.0,Female,Married,,40700.0,Government,1.0,MNC,Family,0.0,4,3,0.0,0.0,2100.0,7000.0,2200.0,Yes,4900.0,584.0,256300.0,105900.0,Vehicle EMI,897000.0,50,Not_Eligible,7546.0
48.0,Male,Married,Graduate,56300.0,Private,2.6,Mid-size,Own,0.0,2,1,6000.0,0.0,6600.0,9700.0,3900.0,No,0.0,568.0,248700.0,52900.0,Home Appliances EMI,275000.0,33,High_Risk,12040.0
27.0,Female,Single,Graduate,81300.0,Government,0.7,MNC,Own,0.0,1,0,0.0,0.0,4400.0,15800.0,4200.0,Yes,14300.0,694.0,427000.0,252400.0,E-commerce Shopping EMI,96000.0,5,Not_Eligible,14910.0
48.0,Male,Married,Graduate,38800.0,Government,26.0,Startup,Rented,12700.0,2,1,11100.0,15500.0,3700.0,9400.0,6100.0,No,0.0,670.0,237500.0,65200.0,Home Appliances EMI,61000.0,21,Not_Eligible,500.0
32.0,Female,Married,Post Graduate,63200.0,Private,3.6,Large Indian,Own,0.0,3,2,0.0,11300.0,8900.0,13600.0,9600.0,No,0.0,786.0,292900.0,148500.0,Personal Loan EMI,712000.0,42,Not_Eligible,11880.0
38.0,Female,Married,Post Graduate,39600.0,Private,10.6,Startup,Rented,10000.0,2,1,11600.0,20400.0,5100.0,7600.0,6100.0,No,0.0,737.0,100800.0,55800.0,Education EMI,490000.0,20,Not_Eligible,500.0
38.0,Male,Married,High School,14400.0,Government,1.1,Large Indian,Family,0.0,4,3,3300.0,0.0,1800.0,3300.0,900.0,No,0.0,814.0,65600.0,27300.0,Education EMI,358000.0,20,Not_Eligible,3060.0
27.0,Female,Single,Professional,93800.0,Private,0.5,MNC,Own,0.0,2,1,4200.0,23700.0,6100.0,20200.0,7200.0,Yes,25700.0,677.0,726500.0,169500.0,Personal Loan EMI,430000.0,39,Not_Eligible,2063.6
27.0,Male,Single,Post Graduate,35000.0,Private,2.8,Startup,Rented,8600.0,1,0,0.0,0.0,5000.0,8500.0,2300.0,Yes,5500.0,571.0,37400.0,19700.0,Home Appliances EMI,210000.0,25,Not_Eligible,1142.4
